4.0,valid/AFRICAN EMERALD CUCKOO/2.jpg,AFRICAN EMERALD CUCKOO,valid,CHRYSOCOCCYX CUPREUS
4.0,valid/AFRICAN EMERALD CUCKOO/1.jpg,AFRICAN EMERALD CUCKOO,valid,CHRYSOCOCCYX CUPREUS
4.0,valid/AFRICAN EMERALD CUCKOO/4.jpg,AFRICAN EMERALD CUCKOO,valid,CHRYSOCOCCYX CUPREUS
4.0,valid/AFRICAN EMERALD CUCKOO/3.jpg,AFRICAN EMERALD CUCKOO,valid,CHRYSOCOCCYX CUPREUS
5.0,valid/AFRICAN FIREFINCH/1.jpg,AFRICAN FIREFINCH,valid,LAGONOSTICTA RUBRICATA
5.0,valid/AFRICAN FIREFINCH/2.jpg,AFRICAN FIREFINCH,valid,LAGONOSTICTA RUBRICATA
5.0,valid/AFRICAN FIREFINCH/3.jpg,AFRICAN FIREFINCH,valid,LAGONOSTICTA RUBRICATA
5.0,valid/AFRICAN FIREFINCH/4.jpg,AFRICAN FIREFINCH,valid,LAGONOSTICTA RUBRICATA
5.0,valid/AFRICAN FIREFINCH/5.jpg,AFRICAN FIREFINCH,valid,LAGONOSTICTA RUBRICATA
6.0,valid/AFRICAN OYSTER CATCHER/2.jpg,AFRICAN OYSTER CATCHER,valid,HAEMATOPUS MOQUINI
6.0,valid/AFRICAN OYSTER CATCHER/1.jpg,AFRICAN OYSTER CATCHER,valid,HAEMATOPUS MOQUINI
6.0,valid/AFRICAN OYSTER CATCHER/3.jpg,AFRICAN OYSTER CATCHER,valid,HAEMATOPUS MOQUINI
6.0,valid/AFRICAN OYSTER CATCHER/5.jpg,AFRICAN OYSTER CATCHER,valid,HAEMATOPUS MOQUINI
6.0,valid/AFRICAN OYSTER CATCHER/4.jpg,AFRICAN OYSTER CATCHER,valid,HAEMATOPUS MOQUINI
7.0,valid/AFRICAN PIED HORNBILL/1.jpg,AFRICAN PIED HORNBILL,valid,TOCKUS FASCIATUS
7.0,valid/AFRICAN PIED HORNBILL/2.jpg,AFRICAN PIED HORNBILL,valid,TOCKUS FASCIATUS
7.0,valid/AFRICAN PIED HORNBILL/3.jpg,AFRICAN PIED HORNBILL,valid,TOCKUS FASCIATUS
7.0,valid/AFRICAN PIED HORNBILL/4.jpg,AFRICAN PIED HORNBILL,valid,TOCKUS FASCIATUS
7.0,valid/AFRICAN PIED HORNBILL/5.jpg,AFRICAN PIED HORNBILL,valid,TOCKUS FASCIATUS
8.0,valid/AFRICAN PYGMY GOOSE/5.jpg,AFRICAN PYGMY GOOSE,valid,NETTAPUS AURITUS
8.0,valid/AFRICAN PYGMY GOOSE/2.jpg,AFRICAN PYGMY GOOSE,valid,NETTAPUS AURITUS
8.0,valid/AFRICAN PYGMY GOOSE/1.jpg,AFRICAN PYGMY GOOSE,valid,NETTAPUS AURITUS
8.0,valid/AFRICAN PYGMY GOOSE/4.jpg,AFRICAN PYGMY GOOSE,valid,NETTAPUS AURITUS
8.0,valid/AFRICAN PYGMY GOOSE/3.jpg,AFRICAN PYGMY GOOSE,valid,NETTAPUS AURITUS
9.0,valid/ALBATROSS/1.jpg,ALBATROSS,valid,DIOMEDEIDAE
9.0,valid/ALBATROSS/2.jpg,ALBATROSS,valid,DIOMEDEIDAE
9.0,valid/ALBATROSS/3.jpg,ALBATROSS,valid,DIOMEDEIDAE
9.0,valid/ALBATROSS/4.jpg,ALBATROSS,valid,DIOMEDEIDAE
9.0,valid/ALBATROSS/5.jpg,ALBATROSS,valid,DIOMEDEIDAE
10.0,valid/ALBERTS TOWHEE/5.jpg,ALBERTS TOWHEE,valid,PIPILO ABERTI
10.0,valid/ALBERTS TOWHEE/2.jpg,ALBERTS TOWHEE,valid,PIPILO ABERTI
10.0,valid/ALBERTS TOWHEE/1.jpg,ALBERTS TOWHEE,valid,PIPILO ABERTI
10.0,valid/ALBERTS TOWHEE/4.jpg,ALBERTS TOWHEE,valid,PIPILO ABERTI
10.0,valid/ALBERTS TOWHEE/3.jpg,ALBERTS TOWHEE,valid,PIPILO ABERTI
11.0,valid/ALEXANDRINE PARAKEET/1.jpg,ALEXANDRINE PARAKEET,valid,PSITTACULA EUPATRIA
11.0,valid/ALEXANDRINE PARAKEET/2.jpg,ALEXANDRINE PARAKEET,valid,PSITTACULA EUPATRIA
11.0,valid/ALEXANDRINE PARAKEET/3.jpg,ALEXANDRINE PARAKEET,valid,PSITTACULA EUPATRIA
11.0,valid/ALEXANDRINE PARAKEET/4.jpg,ALEXANDRINE PARAKEET,valid,PSITTACULA EUPATRIA
11.0,valid/ALEXANDRINE PARAKEET/5.jpg,ALEXANDRINE PARAKEET,valid,PSITTACULA EUPATRIA
12.0,valid/ALPINE CHOUGH/1.jpg,ALPINE CHOUGH,valid,PYRRHOCORAX GRACULUS
12.0,valid/ALPINE CHOUGH/2.jpg,ALPINE CHOUGH,valid,PYRRHOCORAX GRACULUS
12.0,valid/ALPINE CHOUGH/3.jpg,ALPINE CHOUGH,valid,PYRRHOCORAX GRACULUS
12.0,valid/ALPINE CHOUGH/4.jpg,ALPINE CHOUGH,valid,PYRRHOCORAX GRACULUS
12.0,valid/ALPINE CHOUGH/5.jpg,ALPINE CHOUGH,valid,PYRRHOCORAX GRACULUS
13.0,valid/ALTAMIRA YELLOWTHROAT/1.jpg,ALTAMIRA YELLOWTHROAT,valid,GEOTHLYPIS FLAVOVELATA
13.0,valid/ALTAMIRA YELLOWTHROAT/2.jpg,ALTAMIRA YELLOWTHROAT,valid,GEOTHLYPIS FLAVOVELATA
13.0,valid/ALTAMIRA YELLOWTHROAT/3.jpg,ALTAMIRA YELLOWTHROAT,valid,GEOTHLYPIS FLAVOVELATA
13.0,valid/ALTAMIRA YELLOWTHROAT/4.jpg,ALTAMIRA YELLOWTHROAT,valid,GEOTHLYPIS FLAVOVELATA
13.0,valid/ALTAMIRA YELLOWTHROAT/5.jpg,ALTAMIRA YELLOWTHROAT,valid,GEOTHLYPIS FLAVOVELATA
14.0,valid/AMERICAN AVOCET/2.jpg,AMERICAN AVOCET,valid,PSITTACULA EUPATRIA
14.0,valid/AMERICAN AVOCET/1.jpg,AMERICAN AVOCET,valid,PSITTACULA EUPATRIA
14.0,valid/AMERICAN AVOCET/3.jpg,AMERICAN AVOCET,valid,PSITTACULA EUPATRIA
14.0,valid/AMERICAN AVOCET/5.jpg,AMERICAN AVOCET,valid,PSITTACULA EUPATRIA
14.0,valid/AMERICAN AVOCET/4.jpg,AMERICAN AVOCET,valid,PSITTACULA EUPATRIA
15.0,valid/AMERICAN BITTERN/1.jpg,AMERICAN BITTERN,valid,BOTAURUS LENTIGINOSUS
15.0,valid/AMERICAN BITTERN/2.jpg,AMERICAN BITTERN,valid,BOTAURUS LENTIGINOSUS
15.0,valid/AMERICAN BITTERN/3.jpg,AMERICAN BITTERN,valid,BOTAURUS LENTIGINOSUS
15.0,valid/AMERICAN BITTERN/4.jpg,AMERICAN BITTERN,valid,BOTAURUS LENTIGINOSUS
15.0,valid/AMERICAN BITTERN/5.jpg,AMERICAN BITTERN,valid,BOTAURUS LENTIGINOSUS
16.0,valid/AMERICAN COOT/5.jpg,AMERICAN COOT,valid,FULICA AMERICANA
16.0,valid/AMERICAN COOT/2.jpg,AMERICAN COOT,valid,FULICA AMERICANA
16.0,valid/AMERICAN COOT/1.jpg,AMERICAN COOT,valid,FULICA AMERICANA
16.0,valid/AMERICAN COOT/4.jpg,AMERICAN COOT,valid,FULICA AMERICANA
16.0,valid/AMERICAN COOT/3.jpg,AMERICAN COOT,valid,FULICA AMERICANA
17.0,valid/AMERICAN FLAMINGO/1.jpg,AMERICAN FLAMINGO,valid,PHOENICOPTERUS RUBER
17.0,valid/AMERICAN FLAMINGO/2.jpg,AMERICAN FLAMINGO,valid,PHOENICOPTERUS RUBER
17.0,valid/AMERICAN FLAMINGO/3.jpg,AMERICAN FLAMINGO,valid,PHOENICOPTERUS RUBER
17.0,valid/AMERICAN FLAMINGO/4.jpg,AMERICAN FLAMINGO,valid,PHOENICOPTERUS RUBER
17.0,valid/AMERICAN FLAMINGO/5.jpg,AMERICAN FLAMINGO,valid,PHOENICOPTERUS RUBER
18.0,valid/AMERICAN GOLDFINCH/1.jpg,AMERICAN GOLDFINCH,valid,SPINUS TRISTIS
18.0,valid/AMERICAN GOLDFINCH/2.jpg,AMERICAN GOLDFINCH,valid,SPINUS TRISTIS
18.0,valid/AMERICAN GOLDFINCH/3.jpg,AMERICAN GOLDFINCH,valid,SPINUS TRISTIS
18.0,valid/AMERICAN GOLDFINCH/4.jpg,AMERICAN GOLDFINCH,valid,SPINUS TRISTIS
18.0,valid/AMERICAN GOLDFINCH/5.jpg,AMERICAN GOLDFINCH,valid,SPINUS TRISTIS
19.0,valid/AMERICAN KESTREL/1.jpg,AMERICAN KESTREL,valid,FALCO SPARVERIUS
19.0,valid/AMERICAN KESTREL/2.jpg,AMERICAN KESTREL,valid,FALCO SPARVERIUS
19.0,valid/AMERICAN KESTREL/3.jpg,AMERICAN KESTREL,valid,FALCO SPARVERIUS
19.0,valid/AMERICAN KESTREL/4.jpg,AMERICAN KESTREL,valid,FALCO SPARVERIUS
19.0,valid/AMERICAN KESTREL/5.jpg,AMERICAN KESTREL,valid,FALCO SPARVERIUS
20.0,valid/AMERICAN PIPIT/2.jpg,AMERICAN PIPIT,valid,ANTHUS RUBESCENS
20.0,valid/AMERICAN PIPIT/1.jpg,AMERICAN PIPIT,valid,ANTHUS RUBESCENS
20.0,valid/AMERICAN PIPIT/3.jpg,AMERICAN PIPIT,valid,ANTHUS RUBESCENS
20.0,valid/AMERICAN PIPIT/5.jpg,AMERICAN PIPIT,valid,ANTHUS RUBESCENS
20.0,valid/AMERICAN PIPIT/4.jpg,AMERICAN PIPIT,valid,ANTHUS RUBESCENS
21.0,valid/AMERICAN REDSTART/1.jpg,AMERICAN REDSTART,valid,SETOPHAGA RUTICILLA
21.0,valid/AMERICAN REDSTART/2.jpg,AMERICAN REDSTART,valid,SETOPHAGA RUTICILLA
21.0,valid/AMERICAN REDSTART/3.jpg,AMERICAN REDSTART,valid,SETOPHAGA RUTICILLA
21.0,valid/AMERICAN REDSTART/4.jpg,AMERICAN REDSTART,valid,SETOPHAGA RUTICILLA
21.0,valid/AMERICAN REDSTART/5.jpg,AMERICAN REDSTART,valid,SETOPHAGA RUTICILLA
22.0,valid/AMERICAN ROBIN/1.jpg,AMERICAN ROBIN,valid,TURDUS MIGRATORIUS
22.0,valid/AMERICAN ROBIN/2.jpg,AMERICAN ROBIN,valid,TURDUS MIGRATORIUS
22.0,valid/AMERICAN ROBIN/3.jpg,AMERICAN ROBIN,valid,TURDUS MIGRATORIUS
22.0,valid/AMERICAN ROBIN/4.jpg,AMERICAN ROBIN,valid,TURDUS MIGRATORIUS
22.0,valid/AMERICAN ROBIN/5.jpg,AMERICAN ROBIN,valid,TURDUS MIGRATORIUS
23.0,valid/AMERICAN WIGEON/1.jpg,AMERICAN WIGEON,valid,MARECA AMERICANA
23.0,valid/AMERICAN WIGEON/2.jpg,AMERICAN WIGEON,valid,MARECA AMERICANA
23.0,valid/AMERICAN WIGEON/3.jpg,AMERICAN WIGEON,valid,MARECA AMERICANA
23.0,valid/AMERICAN WIGEON/4.jpg,AMERICAN WIGEON,valid,MARECA AMERICANA
23.0,valid/AMERICAN WIGEON/5.jpg,AMERICAN WIGEON,valid,MARECA AMERICANA
24.0,valid/AMETHYST WOODSTAR/2.jpg,AMETHYST WOODSTAR,valid,CALLIPHLOX AMETHYSTINA
24.0,valid/AMETHYST WOODSTAR/1.jpg,AMETHYST WOODSTAR,valid,CALLIPHLOX AMETHYSTINA
24.0,valid/AMETHYST WOODSTAR/3.jpg,AMETHYST WOODSTAR,valid,CALLIPHLOX AMETHYSTINA
24.0,valid/AMETHYST WOODSTAR/5.jpg,AMETHYST WOODSTAR,valid,CALLIPHLOX AMETHYSTINA
24.0,valid/AMETHYST WOODSTAR/4.jpg,AMETHYST WOODSTAR,valid,CALLIPHLOX AMETHYSTINA
25.0,valid/ANDEAN GOOSE/1.jpg,ANDEAN GOOSE,valid,CHLOEPHAGA MELANOPTERA
25.0,valid/ANDEAN GOOSE/2.jpg,ANDEAN GOOSE,valid,CHLOEPHAGA MELANOPTERA
25.0,valid/ANDEAN GOOSE/3.jpg,ANDEAN GOOSE,valid,CHLOEPHAGA MELANOPTERA
25.0,valid/ANDEAN GOOSE/4.jpg,ANDEAN GOOSE,valid,CHLOEPHAGA MELANOPTERA
25.0,valid/ANDEAN GOOSE/5.jpg,ANDEAN GOOSE,valid,CHLOEPHAGA MELANOPTERA
26.0,valid/ANDEAN LAPWING/5.jpg,ANDEAN LAPWING,valid,VANELLUS RESPLENDENS
26.0,valid/ANDEAN LAPWING/2.jpg,ANDEAN LAPWING,valid,VANELLUS RESPLENDENS
26.0,valid/ANDEAN LAPWING/1.jpg,ANDEAN LAPWING,valid,VANELLUS RESPLENDENS
26.0,valid/ANDEAN LAPWING/4.jpg,ANDEAN LAPWING,valid,VANELLUS RESPLENDENS
26.0,valid/ANDEAN LAPWING/3.jpg,ANDEAN LAPWING,valid,VANELLUS RESPLENDENS
27.0,valid/ANDEAN SISKIN/1.jpg,ANDEAN SISKIN,valid,SPINUS SPINESCENS
27.0,valid/ANDEAN SISKIN/2.jpg,ANDEAN SISKIN,valid,SPINUS SPINESCENS
27.0,valid/ANDEAN SISKIN/3.jpg,ANDEAN SISKIN,valid,SPINUS SPINESCENS
27.0,valid/ANDEAN SISKIN/4.jpg,ANDEAN SISKIN,valid,SPINUS SPINESCENS
27.0,valid/ANDEAN SISKIN/5.jpg,ANDEAN SISKIN,valid,SPINUS SPINESCENS
28.0,valid/ANHINGA/1.jpg,ANHINGA,valid,ANHINGA ANHINGA
28.0,valid/ANHINGA/2.jpg,ANHINGA,valid,ANHINGA ANHINGA
28.0,valid/ANHINGA/3.jpg,ANHINGA,valid,ANHINGA ANHINGA
28.0,valid/ANHINGA/4.jpg,ANHINGA,valid,ANHINGA ANHINGA
28.0,valid/ANHINGA/5.jpg,ANHINGA,valid,ANHINGA ANHINGA
29.0,valid/ANIANIAU/1.jpg,ANIANIAU,valid,MAGUMMA PARVA
29.0,valid/ANIANIAU/2.jpg,ANIANIAU,valid,MAGUMMA PARVA
29.0,valid/ANIANIAU/3.jpg,ANIANIAU,valid,MAGUMMA PARVA
29.0,valid/ANIANIAU/4.jpg,ANIANIAU,valid,MAGUMMA PARVA
29.0,valid/ANIANIAU/5.jpg,ANIANIAU,valid,MAGUMMA PARVA
30.0,valid/ANNAS HUMMINGBIRD/2.jpg,ANNAS HUMMINGBIRD,valid,CALYPTE ANNA
30.0,valid/ANNAS HUMMINGBIRD/1.jpg,ANNAS HUMMINGBIRD,valid,CALYPTE ANNA
30.0,valid/ANNAS HUMMINGBIRD/3.jpg,ANNAS HUMMINGBIRD,valid,CALYPTE ANNA
30.0,valid/ANNAS HUMMINGBIRD/5.jpg,ANNAS HUMMINGBIRD,valid,CALYPTE ANNA
30.0,valid/ANNAS HUMMINGBIRD/4.jpg,ANNAS HUMMINGBIRD,valid,CALYPTE ANNA
31.0,valid/ANTBIRD/1.jpg,ANTBIRD,valid,THAMNOPHILIDAE
31.0,valid/ANTBIRD/2.jpg,ANTBIRD,valid,THAMNOPHILIDAE
31.0,valid/ANTBIRD/3.jpg,ANTBIRD,valid,THAMNOPHILIDAE
31.0,valid/ANTBIRD/4.jpg,ANTBIRD,valid,THAMNOPHILIDAE
31.0,valid/ANTBIRD/5.jpg,ANTBIRD,valid,THAMNOPHILIDAE
32.0,valid/ANTILLEAN EUPHONIA/1.jpg,ANTILLEAN EUPHONIA,valid,EUPHONIA MUSICA
32.0,valid/ANTILLEAN EUPHONIA/2.jpg,ANTILLEAN EUPHONIA,valid,EUPHONIA MUSICA
32.0,valid/ANTILLEAN EUPHONIA/4.jpg,ANTILLEAN EUPHONIA,valid,EUPHONIA MUSICA
32.0,valid/ANTILLEAN EUPHONIA/5.jpg,ANTILLEAN EUPHONIA,valid,EUPHONIA MUSICA
32.0,valid/ANTILLEAN EUPHONIA/3.jpg,ANTILLEAN EUPHONIA,valid,EUPHONIA MUSICA
33.0,valid/APAPANE/1.jpg,APAPANE,valid,HIMATIONE SANGUINEA
33.0,valid/APAPANE/2.jpg,APAPANE,valid,HIMATIONE SANGUINEA
33.0,valid/APAPANE/3.jpg,APAPANE,valid,HIMATIONE SANGUINEA
33.0,valid/APAPANE/4.jpg,APAPANE,valid,HIMATIONE SANGUINEA
33.0,valid/APAPANE/5.jpg,APAPANE,valid,HIMATIONE SANGUINEA
34.0,valid/APOSTLEBIRD/5.jpg,APOSTLEBIRD,valid,STRUTHIDEA CINEREA
34.0,valid/APOSTLEBIRD/4.jpg,APOSTLEBIRD,valid,STRUTHIDEA CINEREA
34.0,valid/APOSTLEBIRD/3.jpg,APOSTLEBIRD,valid,STRUTHIDEA CINEREA
34.0,valid/APOSTLEBIRD/2.jpg,APOSTLEBIRD,valid,STRUTHIDEA CINEREA
34.0,valid/APOSTLEBIRD/1.jpg,APOSTLEBIRD,valid,STRUTHIDEA CINEREA
35.0,valid/ARARIPE MANAKIN/1.jpg,ARARIPE MANAKIN,valid,ANTILOPHIA BOKERMANNI
35.0,valid/ARARIPE MANAKIN/2.jpg,ARARIPE MANAKIN,valid,ANTILOPHIA BOKERMANNI
35.0,valid/ARARIPE MANAKIN/3.jpg,ARARIPE MANAKIN,valid,ANTILOPHIA BOKERMANNI
35.0,valid/ARARIPE MANAKIN/4.jpg,ARARIPE MANAKIN,valid,ANTILOPHIA BOKERMANNI
35.0,valid/ARARIPE MANAKIN/5.jpg,ARARIPE MANAKIN,valid,ANTILOPHIA BOKERMANNI
36.0,valid/ASHY STORM PETREL/1.jpg,ASHY STORM PETREL,valid,OCEANODROMA HOMOCHROA
36.0,valid/ASHY STORM PETREL/2.jpg,ASHY STORM PETREL,valid,OCEANODROMA HOMOCHROA
36.0,valid/ASHY STORM PETREL/3.jpg,ASHY STORM PETREL,valid,OCEANODROMA HOMOCHROA
36.0,valid/ASHY STORM PETREL/4.jpg,ASHY STORM PETREL,valid,OCEANODROMA HOMOCHROA
36.0,valid/ASHY STORM PETREL/5.jpg,ASHY STORM PETREL,valid,OCEANODROMA HOMOCHROA
37.0,valid/ASHY THRUSHBIRD/1.jpg,ASHY THRUSHBIRD,valid,GEOKICHLA CINEREA
37.0,valid/ASHY THRUSHBIRD/2.jpg,ASHY THRUSHBIRD,valid,GEOKICHLA CINEREA
37.0,valid/ASHY THRUSHBIRD/3.jpg,ASHY THRUSHBIRD,valid,GEOKICHLA CINEREA
37.0,valid/ASHY THRUSHBIRD/4.jpg,ASHY THRUSHBIRD,valid,GEOKICHLA CINEREA
37.0,valid/ASHY THRUSHBIRD/5.jpg,ASHY THRUSHBIRD,valid,GEOKICHLA CINEREA
38.0,valid/ASIAN CRESTED IBIS/5.jpg,ASIAN CRESTED IBIS,valid,NIPPONIA NIPPON
38.0,valid/ASIAN CRESTED IBIS/4.jpg,ASIAN CRESTED IBIS,valid,NIPPONIA NIPPON
38.0,valid/ASIAN CRESTED IBIS/3.jpg,ASIAN CRESTED IBIS,valid,NIPPONIA NIPPON
38.0,valid/ASIAN CRESTED IBIS/2.jpg,ASIAN CRESTED IBIS,valid,NIPPONIA NIPPON
38.0,valid/ASIAN CRESTED IBIS/1.jpg,ASIAN CRESTED IBIS,valid,NIPPONIA NIPPON
39.0,valid/ASIAN DOLLARD BIRD/1.jpg,ASIAN DOLLARD BIRD,valid,EURYSTOMUS ORIENTALIS
39.0,valid/ASIAN DOLLARD BIRD/2.jpg,ASIAN DOLLARD BIRD,valid,EURYSTOMUS ORIENTALIS
39.0,valid/ASIAN DOLLARD BIRD/3.jpg,ASIAN DOLLARD BIRD,valid,EURYSTOMUS ORIENTALIS
39.0,valid/ASIAN DOLLARD BIRD/4.jpg,ASIAN DOLLARD BIRD,valid,EURYSTOMUS ORIENTALIS
39.0,valid/ASIAN DOLLARD BIRD/5.jpg,ASIAN DOLLARD BIRD,valid,EURYSTOMUS ORIENTALIS
40.0,valid/ASIAN GREEN BEE EATER/2.jpg,ASIAN GREEN BEE EATER,valid,MEROPS ORIENTALIS
40.0,valid/ASIAN GREEN BEE EATER/1.jpg,ASIAN GREEN BEE EATER,valid,MEROPS ORIENTALIS
40.0,valid/ASIAN GREEN BEE EATER/3.jpg,ASIAN GREEN BEE EATER,valid,MEROPS ORIENTALIS
40.0,valid/ASIAN GREEN BEE EATER/4.jpg,ASIAN GREEN BEE EATER,valid,MEROPS ORIENTALIS
40.0,valid/ASIAN GREEN BEE EATER/5.jpg,ASIAN GREEN BEE EATER,valid,MEROPS ORIENTALIS
41.0,valid/ASIAN OPENBILL STORK/1.jpg,ASIAN OPENBILL STORK,valid,ANASTOMUS OSCITANS
41.0,valid/ASIAN OPENBILL STORK/2.jpg,ASIAN OPENBILL STORK,valid,ANASTOMUS OSCITANS
41.0,valid/ASIAN OPENBILL STORK/3.jpg,ASIAN OPENBILL STORK,valid,ANASTOMUS OSCITANS
41.0,valid/ASIAN OPENBILL STORK/4.jpg,ASIAN OPENBILL STORK,valid,ANASTOMUS OSCITANS
41.0,valid/ASIAN OPENBILL STORK/5.jpg,ASIAN OPENBILL STORK,valid,ANASTOMUS OSCITANS
42.0,valid/AUCKLAND SHAQ/5.jpg,AUCKLAND SHAQ,valid,LEUCOCARBO COLENSOI
42.0,valid/AUCKLAND SHAQ/4.jpg,AUCKLAND SHAQ,valid,LEUCOCARBO COLENSOI
42.0,valid/AUCKLAND SHAQ/3.jpg,AUCKLAND SHAQ,valid,LEUCOCARBO COLENSOI
42.0,valid/AUCKLAND SHAQ/2.jpg,AUCKLAND SHAQ,valid,LEUCOCARBO COLENSOI
42.0,valid/AUCKLAND SHAQ/1.jpg,AUCKLAND SHAQ,valid,LEUCOCARBO COLENSOI
43.0,valid/AUSTRAL CANASTERO/1.jpg,AUSTRAL CANASTERO,valid,ASTHENES ANTHOIDES
43.0,valid/AUSTRAL CANASTERO/2.jpg,AUSTRAL CANASTERO,valid,ASTHENES ANTHOIDES
43.0,valid/AUSTRAL CANASTERO/3.jpg,AUSTRAL CANASTERO,valid,ASTHENES ANTHOIDES
43.0,valid/AUSTRAL CANASTERO/4.jpg,AUSTRAL CANASTERO,valid,ASTHENES ANTHOIDES
43.0,valid/AUSTRAL CANASTERO/5.jpg,AUSTRAL CANASTERO,valid,ASTHENES ANTHOIDES
44.0,valid/AUSTRALASIAN FIGBIRD/1.jpg,AUSTRALASIAN FIGBIRD,valid,SPHECOTHERES VIEILLOTI
44.0,valid/AUSTRALASIAN FIGBIRD/2.jpg,AUSTRALASIAN FIGBIRD,valid,SPHECOTHERES VIEILLOTI
44.0,valid/AUSTRALASIAN FIGBIRD/3.jpg,AUSTRALASIAN FIGBIRD,valid,SPHECOTHERES VIEILLOTI
44.0,valid/AUSTRALASIAN FIGBIRD/4.jpg,AUSTRALASIAN FIGBIRD,valid,SPHECOTHERES VIEILLOTI
44.0,valid/AUSTRALASIAN FIGBIRD/5.jpg,AUSTRALASIAN FIGBIRD,valid,SPHECOTHERES VIEILLOTI
45.0,valid/AVADAVAT/1.jpg,AVADAVAT,valid,AMANDAVA AMANDAVA
45.0,valid/AVADAVAT/2.jpg,AVADAVAT,valid,AMANDAVA AMANDAVA
45.0,valid/AVADAVAT/3.jpg,AVADAVAT,valid,AMANDAVA AMANDAVA
45.0,valid/AVADAVAT/4.jpg,AVADAVAT,valid,AMANDAVA AMANDAVA
45.0,valid/AVADAVAT/5.jpg,AVADAVAT,valid,AMANDAVA AMANDAVA
46.0,valid/AZARAS SPINETAIL/4.jpg,AZARAS SPINETAIL,valid,SYNALLAXIS AZARAE
46.0,valid/AZARAS SPINETAIL/5.jpg,AZARAS SPINETAIL,valid,SYNALLAXIS AZARAE
46.0,valid/AZARAS SPINETAIL/3.jpg,AZARAS SPINETAIL,valid,SYNALLAXIS AZARAE
46.0,valid/AZARAS SPINETAIL/1.jpg,AZARAS SPINETAIL,valid,SYNALLAXIS AZARAE
46.0,valid/AZARAS SPINETAIL/2.jpg,AZARAS SPINETAIL,valid,SYNALLAXIS AZARAE
47.0,valid/AZURE BREASTED PITTA/3.jpg,AZURE BREASTED PITTA,valid,PITTA STEERII
47.0,valid/AZURE BREASTED PITTA/4.jpg,AZURE BREASTED PITTA,valid,PITTA STEERII
47.0,valid/AZURE BREASTED PITTA/1.jpg,AZURE BREASTED PITTA,valid,PITTA STEERII
47.0,valid/AZURE BREASTED PITTA/2.jpg,AZURE BREASTED PITTA,valid,PITTA STEERII
47.0,valid/AZURE BREASTED PITTA/5.jpg,AZURE BREASTED PITTA,valid,PITTA STEERII
48.0,valid/AZURE JAY/2.jpg,AZURE JAY,valid,CYANOCORAX CAERULEUS
48.0,valid/AZURE JAY/1.jpg,AZURE JAY,valid,CYANOCORAX CAERULEUS
48.0,valid/AZURE JAY/4.jpg,AZURE JAY,valid,CYANOCORAX CAERULEUS
48.0,valid/AZURE JAY/3.jpg,AZURE JAY,valid,CYANOCORAX CAERULEUS
